1660402322.026498,1660402322.0301828,0.010169744441864987,0.9938248330128603
1660402322.030278,1660402322.033827,-0.015314845892035507,1.0012883677610203
1660402322.033921,1660402322.0374222,0.003627530319354058,0.9857736566597908
1660402322.037515,1660402322.040855,-0.020600456193987867,1.0018574230180557
Rate of data acquisition: 1000 vectors/sec, mean=1000.00, std=0.00
1660402323.015458,1660402323.021578,0.0029815383347177103,1.0039017561861148
1660402323.021743,1660402323.026606,0.0027687476316240263,0.9995173617992755
1660402323.026734,1660402323.030853,-0.018860163634966273,1.0059348049139227
1660402323.030968,1660402323.035248,0.0018879840240377255,1.0171899960269437
1660402323.0353742,1660402323.03954,-0.007469573634376008,0.9933484466381761
1660402323.0396512,1660402323.0435321,-0.021453868067945022,0.9854549973242783
1660402323.043631,1660402323.047182,0.005138399776188487,0.9857772581751142
1660402323.0472782,1660402323.051106,-0.0117698679920595,1.0161882816845367
1660402323.051202,1660402323.0548081,0.004470844490915624,1.017737900033962
1660402323.054901,1660402323.058311,-0.023833126116607834,0.9949136172648717
Rate of data acquisition: 1000 vectors/sec, mean=1000.00, std=0.00
1660402324.0293472,1660402324.033683,-0.018013025542114865,0.9799458072773217
1660402324.0338821,1660402324.039105,0.006112853765675931,0.9918033161461532
1660402324.039243,1660402324.043683,-0.010783038789761173,0.9857728022102535
1660402324.043797,1660402324.047929,-0.006863705599042453,1.013736324508041
1660402324.0480409,1660402324.052195,0.001524525289714245,0.9991837039100753
1660402324.052316,1660402324.056343,-0.0017073899158882241,0.9904186764032739
1660402324.056445,1660402324.060332,-0.01767996180843939,0.998843279979909
1660402324.060443,1660402324.064387,0.012809543531031056,1.0029556741586738
Rate of data acquisition: 833 vectors/sec, mean=972.17, std=62.24
1660402324.064487,1660402324.0691042,0.021856677041642274,1.0207723738696792
1660402324.069225,1660402324.072758,0.021169234115038234,0.9964726388106407
1660402325.042537,1660402325.0467358,0.0038218247852572517,1.0045379418250293
1660402325.046895,1660402325.051198,0.02996291714698474,0.9961822988700966
1660402325.0513248,1660402325.055542,0.00041878005626077056,1.0006717348795375
1660402325.0556622,1660402325.0598001,0.006650651174624365,1.0036475853036784
1660402325.0599139,1660402325.06351,0.010362786410164655,0.9997119928719141
Rate of data acquisition: 739 vectors/sec, mean=938.86, std=99.89
1660402325.063626,1660402325.067679,-0.01518427371381671,0.9911589371932154
1660402325.0678122,1660402325.0715048,-0.016716561816846012,0.9824788223059032
1660402325.071636,1660402325.075225,-0.00029000525274562394,1.0041829973031542
1660402325.075352,1660402325.0788429,-0.02381693155786112,0.9913195440066512
1660402325.078939,1660402325.0823429,0.029857083724635025,1.0080247347412437
